,Title,Released,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
305,Bad Boys II,"Jul 18, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",5 wins & 13 nominations.,R,147 min,"Action, Comedy, Crime, Thriller",38,6.6,"218,590",tt0172156,13
306,Anger Management,"Apr 11, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 5 nominations.,PG-13,106 min,Comedy,52,6.2,"196,326",tt0305224,5
307,Bringing Down the House,"Mar 7, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",4 wins & 13 nominations.,PG-13,105 min,Comedy,39,5.6,"33,831",tt0305669,13
308,Hulk,"Jun 20, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",3 wins & 14 nominations.,PG-13,138 min,"Action, Sci-Fi",54,5.6,"244,144",tt0286716,14
309,2 Fast 2 Furious,"Jun 6, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",4 wins & 13 nominations.,PG-13,107 min,"Action, Adventure, Crime, Drama, Thriller",38,5.9,"239,718",tt0322259,13
310,Something's Gotta Give,"Dec 12, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Nominated for 1 Oscar. Another 8 wins & 12 nominations.,PG-13,128 min,"Comedy, Drama, Romance",66,6.7,"106,644",tt0337741,12
311,Seabiscuit,"Jul 25, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 7 Oscars. Another 6 wins & 37 nominations.,PG-13,140 min,"Drama, History, Sport",72,7.3,"64,374",tt0329575,37
312,S.W.A.T.,"Aug 8, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",5 wins & 5 nominations.,PG-13,117 min,"Action, Adventure, Crime, Thriller",45,6.0,"133,700",tt0257076,5
313,Spy Kids 3-D: Game Over,"Jul 25, 2003","[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 wins & 3 nominations.,PG,84 min,"Action, Adventure, Comedy, Family, Sci-Fi",57,4.2,"51,615",tt0338459,3
314,The Last Samurai,"Dec 5, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 4 Oscars. Another 21 wins & 62 nominations.,R,154 min,"Action, Drama, War",55,7.7,"380,791",tt0325710,62
315,Freaky Friday,"Aug 6, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,PG,97 min,"Comedy, Family, Fantasy, Music, Romance",70,6.1,"118,449",tt0322330,10
316,Scary Movie 3,"Oct 24, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 4 nominations.,PG-13,84 min,Comedy,49,5.5,"131,448",tt0306047,4
317,The Italian Job,"May 30, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",8 wins & 7 nominations.,PG-13,111 min,"Action, Crime, Thriller",68,7.0,"330,009",tt0317740,7
318,How to Lose a Guy in 10 Days,"Feb 7, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 8 nominations.,PG-13,116 min,"Comedy, Romance",45,6.4,"197,553",tt0251127,8
319,American Wedding,"Aug 1, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 6 nominations.,R,96 min,Comedy,43,6.3,"186,973",tt0328828,6
320,Daddy Day Care,"May 9, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win & 6 nominations.,PG,92 min,"Comedy, Family",39,5.5,"60,780",tt0317303,6
321,Daredevil,"Feb 14, 2003","[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",Nominated for 5 Primetime Emmys. Another 10 wins & 36 nominations.,TV-MA,54 min,"Action, Crime, Drama, Fantasy, Sci-Fi, Thriller",N/A,8.6,"342,898",tt3322312,36
322,The Cat in the Hat,"Nov 21, 2003","[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",7 wins & 21 nominations.,PG,82 min,"Adventure, Comedy, Family, Fantasy",19,3.9,"48,420",tt0312528,21
323,Charlie's Angels: Full Throttle,"Jun 27, 2003","[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",9 wins & 21 nominations.,PG-13,106 min,"Action, Adventure, Comedy, Crime",48,4.9,"116,632",tt0305357,21
324,Cold Mountain,"Dec 25, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Won 1 Oscar. Another 19 wins & 101 nominations.,R,154 min,"Adventure, Drama, History, Romance, War",73,7.2,"134,572",tt0159365,101
325,Master and Commander: The Far Side of the World,"Nov 14, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 2 Oscars. Another 21 wins & 90 nominations.,PG-13,138 min,"Action, Adventure, Drama, History, War",81,7.4,"193,360",tt0311113,90
326,"Legally Blonde 2: Red, White & Blonde","Jul 2, 2003","[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",3 wins & 4 nominations.,PG-13,95 min,Comedy,47,4.8,"58,630",tt0333780,4
327,Mystic River,"Oct 8, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 2 Oscars. Another 55 wins & 142 nominations.,R,138 min,"Crime, Drama, Mystery, Thriller",84,7.9,"398,860",tt0327056,142
328,Freddy vs. Jason,"Aug 15, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",2 wins & 11 nominations.,R,97 min,"Action, Horror",37,5.7,"105,929",tt0329101,11
329,School of Rock,"Oct 3, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 Golden Globe. Another 8 wins & 22 nominations.,PG-13,109 min,"Comedy, Music",82,7.1,"252,873",tt0332379,22
330,The Haunted Mansion,"Nov 26, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 win & 4 nominations.,PG,88 min,"Comedy, Family, Fantasy, Horror, Mystery",34,5.0,"39,811",tt0338094,4
331,Old School,"Feb 21, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",5 nominations.,R,88 min,Comedy,54,7.1,"207,981",tt0302886,5
332,Kill Bill: Vol. 1,"Oct 10, 2003","[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Golden Globe. Another 28 wins & 101 nominations.,R,111 min,"Action, Crime, Thriller",69,8.1,"946,231",tt0266697,101
333,Holes,"Apr 18, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",3 wins & 9 nominations.,PG,117 min,"Adventure, Comedy, Drama, Family, Mystery",71,7.0,"72,567",tt0311289,9
334,Kangaroo Jack,"Jan 17, 2003","[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Metacritic', 'Value': '16/100'}]",1 win & 9 nominations.,Approved,89 min,"Action, Adventure, Comedy, Crime, Family",16,4.4,"27,789",tt0257568,9
335,The League of Extraordinary Gentlemen,"Jul 11, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",12 nominations.,PG-13,110 min,"Action, Adventure, Fantasy, Sci-Fi",30,5.8,"161,103",tt0311429,12
336,Big Fish,"Dec 10, 2003","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 1 Oscar. Another 68 nominations.,PG-13,125 min,"Adventure, Drama, Fantasy, Romance",58,8.0,"398,147",tt0319061,68
337,Lara Croft: Tomb Raider: The Cradle of Life,"Jul 25, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",1 win & 3 nominations.,PG-13,117 min,"Action, Adventure, Fantasy",43,5.5,"125,212",tt0325703,3
338,Mona Lisa Smile,"Dec 19, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",Nominated for 1 Golden Globe. Another 5 nominations.,PG-13,117 min,Drama,45,6.5,"74,268",tt0304415,5
339,Shanghai Knights,"Feb 7, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",4 nominations.,PG-13,114 min,"Action, Adventure, Comedy",58,6.2,"96,502",tt0300471,4
340,Bad Santa,"Nov 26, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,R,92 min,"Comedy, Crime, Drama",70,7.0,"130,251",tt0307987,11
341,Gothika,"Nov 21, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",3 wins & 7 nominations.,R,98 min,"Horror, Mystery, Thriller",38,5.8,"102,643",tt0348836,7
342,Love Actually,"Nov 7, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 2 Golden Globes. Another 10 wins & 27 nominations.,R,135 min,"Comedy, Drama, Romance",55,7.6,"407,868",tt0314331,27
343,Open Range,"Aug 15, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",1 win & 5 nominations.,R,139 min,"Action, Drama, Romance, Western",67,7.4,"63,827",tt0316356,5
344,Once Upon a Time in Mexico,"Sep 12, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",3 wins & 6 nominations.,R,102 min,"Action, Crime, Thriller",56,6.4,"148,866",tt0285823,6
345,Just Married,"Jan 10, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '28/100'}]",9 nominations.,PG-13,95 min,"Comedy, Romance",28,5.5,"65,519",tt0305711,9
346,Paycheck,"Dec 25, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 2 nominations.,PG-13,119 min,"Action, Mystery, Sci-Fi, Thriller",43,6.3,"99,797",tt0338337,2
347,Radio,"Oct 24, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",3 wins & 5 nominations.,PG,109 min,"Biography, Drama, Sport",38,6.9,"36,904",tt0316465,5
348,Identity,"Apr 25, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",1 win & 11 nominations.,R,90 min,"Mystery, Thriller",64,7.3,"214,992",tt0309698,11
349,Underworld,"Sep 19, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 win & 10 nominations.,R,121 min,"Action, Fantasy, Thriller",42,7.0,"244,655",tt0320691,10
350,Peter Pan,"Dec 25, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",2 nominations.,G,77 min,"Animation, Adventure, Family, Fantasy, Musical",76,7.3,"117,508",tt0046183,2
351,The Jungle Book 2,"Feb 14, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 win & 9 nominations.,G,72 min,"Animation, Adventure, Family, Musical",38,5.4,"14,161",tt0283426,9
352,The Rundown,"Sep 26, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",2 wins & 3 nominations.,PG-13,104 min,"Action, Adventure, Comedy, Thriller",59,6.7,"97,715",tt0327850,3
353,Agent Cody Banks,"Mar 14, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",4 nominations.,PG,102 min,"Action, Adventure, Comedy, Crime, Family, Romance, Thriller",41,5.0,"31,546",tt0313911,4
354,Final Destination 2,"Jan 31, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",4 nominations.,R,90 min,"Horror, Thriller",38,6.2,"144,853",tt0309593,4
355,Tears of the Sun,"Mar 7, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 nominations.,R,121 min,"Action, Drama, Thriller, War",48,6.6,"109,273",tt0314353,2
356,Under the Tuscan Sun,"Sep 26, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Nominated for 1 Golden Globe. Another 4 nominations.,PG-13,113 min,"Comedy, Drama, Romance",52,6.7,"44,492",tt0328589,4
357,The Lizzie McGuire Movie,"May 2, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",2 wins & 3 nominations.,PG,94 min,"Adventure, Comedy, Family, Music, Romance",56,5.5,"34,027",tt0306841,3
358,Secondhand Lions,"Sep 19, 2003","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win & 6 nominations.,PG,109 min,"Comedy, Drama, Family",52,7.5,"49,739",tt0327137,6
359,Out of Time,"Oct 3, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",5 wins & 7 nominations.,PG-13,105 min,"Crime, Drama, Mystery, Thriller",63,6.5,"54,377",tt0313443,7
360,Rugrats Go Wild,"Jun 13, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",2 nominations.,PG,80 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",38,5.6,"7,194",tt0337711,2
361,Head of State,"Mar 28, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",10 nominations.,PG-13,95 min,Comedy,44,5.5,"17,494",tt0325537,10
362,Good Boy!,"Oct 10, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 nominations.,PG,87 min,"Comedy, Drama, Family, Fantasy, Sci-Fi",49,5.1,"3,920",tt0326900,3
363,What a Girl Wants,"Apr 4, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win.,PG,105 min,"Comedy, Drama, Family, Romance",41,5.8,"56,534",tt0286788,
364,Jeepers Creepers II,"Aug 29, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,N/A,27 min,"Documentary, Short",N/A,6.2,28,tt0388146,
365,Intolerable Cruelty,"Oct 10, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",3 nominations.,PG-13,100 min,"Comedy, Crime, Romance",71,6.2,"87,151",tt0138524,3
366,Cradle 2 the Grave,"Feb 28, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",6 nominations.,R,101 min,"Action, Crime, Drama, Thriller",36,5.8,"39,869",tt0306685,6
367,Malibu's Most Wanted,"Apr 18, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 nominations.,PG-13,86 min,"Comedy, Crime",43,5.1,"18,005",tt0328099,3
368,The Hunted,"Mar 14, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",2 nominations.,R,94 min,"Action, Crime, Drama, Thriller",40,6.1,"41,907",tt0269347,2
369,Stuck On You,"Dec 12, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",2 nominations.,PG-13,118 min,Comedy,62,5.7,"49,583",tt0338466,2
370,Dreamcatcher,"Mar 21, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",5 nominations.,R,134 min,"Drama, Horror, Sci-Fi, Thriller",35,5.5,"86,234",tt0285531,5
371,The Core,"Mar 28, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",N/A,PG-13,135 min,"Action, Adventure, Sci-Fi, Thriller",48,5.5,"87,910",tt0298814,
372,Honey,"Dec 5, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",8 nominations.,PG-13,94 min,"Drama, Music, Romance",37,5.3,"42,014",tt0322589,8
373,Hollywood Homicide,"Jun 13, 2003","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win.,PG-13,116 min,"Action, Comedy, Crime, Thriller",47,5.3,"34,888",tt0329717,
374,Johnny English,"Jul 18, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",6 nominations.,PG,87 min,"Action, Adventure, Comedy",51,6.2,"141,317",tt0274166,6
375,The Missing,"Nov 26, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",2 wins & 8 nominations.,R,137 min,"Adventure, Thriller, Western",55,6.5,"31,919",tt0338188,8
376,Basic,"Mar 28, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",3 nominations.,R,98 min,"Action, Crime, Drama, Mystery, Thriller",34,6.5,"57,274",tt0264395,3
377,A Man Apart,"Apr 4, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 nomination.,R,109 min,"Action, Crime, Drama, Thriller",36,6.1,"43,060",tt0266465,
378,Sinbad: Legend of the Seven Seas,"Jul 2, 2003","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",9 nominations.,PG,86 min,"Animation, Adventure, Family, Fantasy",48,6.7,"46,364",tt0165982,9
379,Dumb and Dumberer: When Harry Met Lloyd,"Jun 13, 2003","[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",1 win & 7 nominations.,PG-13,85 min,Comedy,19,3.4,"35,860",tt0329028,7
